date;arima-man;sarima;ses;xgboost
2022-03-10;1.674527700394021;2.1999269657394622;2.1194829221688645;2.4868736
2022-03-11;1.356522661211482;2.088737245077595;2.1194829221688645;2.4868736
2022-03-12;1.0380820395174672;2.088737245077595;2.1194829221688645;2.4868736
2022-03-13;1.3725915718068904;2.088737245077595;2.1194829221688645;2.4868736
2022-03-14;1.7679252073594445;2.088737245077595;2.1194829221688645;2.4868736
2022-03-15;1.837254137121604;2.088737245077595;2.1194829221688645;2.4868736
2022-03-16;1.7456009986571506;2.088737245077595;2.1194829221688645;2.4868736
2022-03-17;1.7009906074894985;2.088737245077595;2.1194829221688645;2.4868736
2022-03-18;1.3152480109791669;2.088737245077595;2.1194829221688645;2.4868736
2022-03-19;1.0838033317538185;2.088737245077595;2.1194829221688645;2.4868736
2022-03-20;1.3501716724970076;2.088737245077595;2.1194829221688645;2.4868736
2022-03-21;1.7788042675194158;2.088737245077595;2.1194829221688645;2.4868736
2022-03-22;1.8046982696436056;2.088737245077595;2.1194829221688645;2.4868736
2022-03-23;1.788076073347893;2.088737245077595;2.1194829221688645;2.4868736
2022-03-24;1.667639787183376;2.088737245077595;2.1194829221688645;2.4868736
2022-03-25;1.3346658508684683;2.088737245077595;2.1194829221688645;2.4868736
2022-03-26;1.071189591774402;2.088737245077595;2.1194829221688645;2.4868736
2022-03-27;1.382730683994251;2.088737245077595;2.1194829221688645;2.4868736
2022-03-28;1.735319063486122;2.088737245077595;2.1194829221688645;2.4868736
2022-03-29;1.8282470865735927;2.088737245077595;2.1194829221688645;2.4868736
2022-03-30;1.774446943892074;2.088737245077595;2.1194829221688645;2.4868736
2022-03-31;1.6874558703793228;2.088737245077595;2.1194829221688645;2.4868736
2022-04-01;1.3034574899767466;2.088737245077595;2.1194829221688645;2.4868736
2022-04-02;1.1095396699834732;2.088737245077595;2.1194829221688645;2.4868736
2022-04-03;1.3628660789595173;2.088737245077595;2.1194829221688645;2.4868736
2022-04-04;1.7434178106429288;2.088737245077595;2.1194829221688645;2.4868736
2022-04-05;1.8032830586475368;2.088737245077595;2.1194829221688645;2.4868736
2022-04-06;1.8076662304300133;2.088737245077595;2.1194829221688645;2.4868736
2022-04-07;1.6593857473348077;2.088737245077595;2.1194829221688645;2.4868736
2022-04-08;1.321031186596436;2.088737245077595;2.1194829221688645;2.4868736
